label,label_index,sample_index,path,reason
O,14,55,continuation dataset/O/55.jpg,insufficient_hands_detected:0
O,14,57,continuation dataset/O/57.jpg,insufficient_hands_detected:0
O,14,58,continuation dataset/O/58.jpg,insufficient_hands_detected:0
O,14,65,continuation dataset/O/65.jpg,insufficient_hands_detected:0
O,14,77,continuation dataset/O/77.jpg,insufficient_hands_detected:0
O,14,155,continuation dataset/O/155.jpg,insufficient_hands_detected:0
O,14,171,continuation dataset/O/171.jpg,insufficient_hands_detected:0
O,14,172,continuation dataset/O/172.jpg,insufficient_hands_detected:0
O,14,173,continuation dataset/O/173.jpg,insufficient_hands_detected:0
O,14,174,continuation dataset/O/174.jpg,insufficient_hands_detected:0
O,14,175,continuation dataset/O/175.jpg,insufficient_hands_detected:0
O,14,176,continuation dataset/O/176.jpg,insufficient_hands_detected:0
O,14,178,continuation dataset/O/178.jpg,insufficient_hands_detected:0
O,14,184,continuation dataset/O/184.jpg,insufficient_hands_detected:0
O,14,185,continuation dataset/O/185.jpg,insufficient_hands_detected:0
O,14,197,continuation dataset/O/197.jpg,insufficient_hands_detected:0
O,14,219,continuation dataset/O/219.jpg,insufficient_hands_detected:0
O,14,235,continuation dataset/O/235.jpg,insufficient_hands_detected:0
O,14,247,continuation dataset/O/247.jpg,insufficient_hands_detected:0
O,14,249,continuation dataset/O/249.jpg,insufficient_hands_detected:0
O,14,250,continuation dataset/O/250.jpg,insufficient_hands_detected:0
O,14,251,continuation dataset/O/251.jpg,insufficient_hands_detected:0
O,14,252,continuation dataset/O/252.jpg,insufficient_hands_detected:0
O,14,253,continuation dataset/O/253.jpg,insufficient_hands_detected:0
O,14,255,continuation dataset/O/255.jpg,insufficient_hands_detected:0
O,14,257,continuation dataset/O/257.jpg,insufficient_hands_detected:0
O,14,259,continuation dataset/O/259.jpg,insufficient_hands_detected:0
O,14,261,continuation dataset/O/261.jpg,insufficient_hands_detected:0
O,14,294,continuation dataset/O/294.jpg,insufficient_hands_detected:0
O,14,295,continuation dataset/O/295.jpg,insufficient_hands_detected:0
O,14,298,continuation dataset/O/298.jpg,insufficient_hands_detected:0
O,14,299,continuation dataset/O/299.jpg,insufficient_hands_detected:0
O,14,301,continuation dataset/O/301.jpg,insufficient_hands_detected:0
O,14,303,continuation dataset/O/303.jpg,insufficient_hands_detected:0
O,14,307,continuation dataset/O/307.jpg,insufficient_hands_detected:0
O,14,312,continuation dataset/O/312.jpg,insufficient_hands_detected:0
