label,label_index,sample_index,path,reason
B,1,182,DTASET A-Z/B/182.jpg,insufficient_hands_detected:0
B,1,183,DTASET A-Z/B/183.jpg,insufficient_hands_detected:0
B,1,184,DTASET A-Z/B/184.jpg,insufficient_hands_detected:0
B,1,185,DTASET A-Z/B/185.jpg,insufficient_hands_detected:0
B,1,186,DTASET A-Z/B/186.jpg,insufficient_hands_detected:0
B,1,187,DTASET A-Z/B/187.jpg,insufficient_hands_detected:0
B,1,188,DTASET A-Z/B/188.jpg,insufficient_hands_detected:0
B,1,189,DTASET A-Z/B/189.jpg,insufficient_hands_detected:0
B,1,190,DTASET A-Z/B/190.jpg,insufficient_hands_detected:0
B,1,191,DTASET A-Z/B/191.jpg,insufficient_hands_detected:0
B,1,192,DTASET A-Z/B/192.jpg,insufficient_hands_detected:0
B,1,193,DTASET A-Z/B/193.jpg,insufficient_hands_detected:0
B,1,194,DTASET A-Z/B/194.jpg,insufficient_hands_detected:0
B,1,195,DTASET A-Z/B/195.jpg,insufficient_hands_detected:0
B,1,196,DTASET A-Z/B/196.jpg,insufficient_hands_detected:0
B,1,197,DTASET A-Z/B/197.jpg,insufficient_hands_detected:0
B,1,198,DTASET A-Z/B/198.jpg,insufficient_hands_detected:0
B,1,199,DTASET A-Z/B/199.jpg,insufficient_hands_detected:0
B,1,200,DTASET A-Z/B/200.jpg,insufficient_hands_detected:0
B,1,201,DTASET A-Z/B/201.jpg,insufficient_hands_detected:0
B,1,202,DTASET A-Z/B/202.jpg,insufficient_hands_detected:0
B,1,203,DTASET A-Z/B/203.jpg,insufficient_hands_detected:0
B,1,204,DTASET A-Z/B/204.jpg,insufficient_hands_detected:0
B,1,205,DTASET A-Z/B/205.jpg,insufficient_hands_detected:0
B,1,208,DTASET A-Z/B/208.jpg,insufficient_hands_detected:0
B,1,209,DTASET A-Z/B/209.jpg,insufficient_hands_detected:0
B,1,210,DTASET A-Z/B/210.jpg,insufficient_hands_detected:0
B,1,211,DTASET A-Z/B/211.jpg,insufficient_hands_detected:0
B,1,212,DTASET A-Z/B/212.jpg,insufficient_hands_detected:0
B,1,213,DTASET A-Z/B/213.jpg,insufficient_hands_detected:0
B,1,214,DTASET A-Z/B/214.jpg,insufficient_hands_detected:0
B,1,770,DTASET A-Z/B/770.jpg,insufficient_hands_detected:0
B,1,799,DTASET A-Z/B/799.jpg,insufficient_hands_detected:0
B,1,1083,DTASET A-Z/B/1083.jpg,insufficient_hands_detected:0
B,1,1084,DTASET A-Z/B/1084.jpg,insufficient_hands_detected:0
B,1,1161,DTASET A-Z/B/1161.jpg,insufficient_hands_detected:0
